data_id
ELCHRNB001
ELCHREINTMBON001
ELCHRNLLAB001
ELCHRBINTABUSA001
ELCHRQC001
ELCHRBINTNBQC001
ELCHRBINTABBC001
ELCHRPEI001
ELCHREINTABSK001
ELCHREINTNLLABQC001
ELCHRBINTABSK001
ELCHREINTMBSK001
ELCHREINTABBC001
ELCHRBINTNBUSA001
ELCHREINTNBNS001
ELCHRDEMPEI001
ELCHRBINTBCUSA001
ELCHRDEMNLLAB001
ELCHRAB001
ELCHRBINTMBSK001
ELCHREINTNBQC001
ELCHRBINTNBPEI001
ELCHRBINTMBON001
ELCHRNS001
ELCHRBC001
ELCHRBINTONUSA001
ELCHRDEMMB001
ELCHRBINTMBUSA001
ELCHRDEMNB001
ELCHR001
ELCHRMB001
ELCHRON001
ELCHRBINTNBNS001
ELCHREINTNBPEI001
ELCHRBINTONQC001
ELCHRDEMAB001
ELCHRDEMON001
ELCHREINTONQC001
ELCHRDEMSK001
ELCHREINTNLLABNS001
ELCHRDEMQC001
ELCHRSK001
ELCHRBINTSKUSA001
ELCHRDEMBC001
ELCHRDEMNS001
ELCHRBINTQCUSA001
AGRIHR001
AGRIHRAB001
AGRIHRON001
AGRIHRBC001
AGRIHRMB001
AGRIHRSK001
AGRIHRQC001
AGRIHRPEI001
AGRIHRNS001
AGRIHRNB001
AGRIHRNLLAB001
FUELHRAB001
FUELHRON001
FUELHRBC001
FUELHRMB001
FUELHRSK001
FUELHRQC001
FUELHRNLLAB001
FUELHRNS001
FUELHRNB001
FUELHRPEI001
FUELHR001
RESHRPEI001
RESHRBC001
RESHRNB001
RESHRNLLAB001
RESHRMB001
RESHR001
RESHRSK001
RESHRQC001
RESHRON001
RESHRAB001
RESHRNS001
GENINDHRAB001
GENINDHRON001
GENINDHRBC001
GENINDHRMB001
GENINDHRSK001
GENINDHRQC001
GENINDHRPEI001
GENINDHRNB001
GENINDHRNS001
GENINDHRNLLAB001
COM001
COMAB001
COMBC001
COMMB001
COMNB001
COMNLLAB001
COMNS001
COMON001
COMPEI001
COMQC001
COMSK001
COMNZ001
COMNZAB001
COMNZBC001
COMNZMB001
COMNZNB001
COMNZNLLAB001
COMNZNS001
COMNZON001
COMNZQC001
COMNZSK001
INDNZ001
INDNZAB001
INDNZBC001
INDNZMB001
INDNZNB001
INDNZNLLAB001
INDNZNS001
INDNZON001
INDNZQC001
INDNZSK001
RESNZ001
RESNZAB001
RESNZBC001
RESNZMB001
RESNZNB001
RESNZNLLAB001
RESNZNS001
RESNZON001
RESNZQC001
RESNZSK001
TRPNZ001
TRPNZAB001
TRPNZBC001
TRPNZMB001
TRPNZNB001
TRPNZNLLAB001
TRPNZNS001
TRPNZON001
TRPNZQC001
TRPNZSK001
COMCM001
COMCMAB001
COMCMBC001
COMCMMB001
COMCMNB001
COMCMNLLAB001
COMCMNS001
COMCMON001
COMCMQC001
COMCMSK001
INDCM001
INDCMAB001
INDCMBC001
INDCMMB001
INDCMNB001
INDCMNLLAB001
INDCMNS001
INDCMON001
INDCMQC001
INDCMSK001
RESCM001
RESCMAB001
RESCMBC001
RESCMMB001
RESCMNB001
RESCMNLLAB001
RESCMNS001
RESCMON001
RESCMQC001
RESCMSK001
TRPCM001
TRPCMAB001
TRPCMBC001
TRPCMMB001
TRPCMNB001
TRPCMNLLAB001
TRPCMNS001
TRPCMON001
TRPCMQC001
TRPCMSK001
TRPHR001
TRPHRPE001
TRPHRAB001
TRPHRON001
TRPHRNL001
TRPHRSK001
TRPHRNB001
TRPHRMB001
TRPHRBC001
TRPHRNS001
